ICDID,geneID,geneID_num,geneID_new,geneID_new_num,geneId_LCC,Num_geneId_LCC
ICD9 190,"[9, 196, 472, 672, 823, 847, 1029, 1386, 1436, 1728, 1869, 1969, 2067, 2194, 2740, 2878, 2923, 2952, 3297, 3397, 3553, 3558, 3606, 3757, 3845, 3934, 4057, 4194, 4609, 4846, 5243, 5308, 5329, 5465, 5743, 5925, 6502, 6528, 6648, 6722, 6750, 7015, 7150, 7403, 7421, 7422, 7442, 7528, 8091, 8797, 9290, 9446, 9582, 10232, 10370, 10395, 10495, 23526, 26799, 54431, 54663, 54880, 57016, 57448, 79727, 79949, 112939, 200315, 389421, 406918, 692088, 100506658]",72,"{54880, 4194, 5925}",3,"[9, 196, 472, 672, 823, 847, 1029, 1386, 1436, 1728, 1869, 1969, 2067, 2194, 2740, 2878, 2923, 2952, 3297, 3397, 3553, 3558, 3606, 3757, 3845, 3934, 4057, 4194, 4609, 4846, 5243, 5308, 5329, 5465, 5743, 5925, 6502, 6528, 6648, 6722, 6750, 7015, 7150, 7403, 7421, 7422, 7442, 7528, 8091, 8797, 9290, 9446, 9582, 10232, 10370, 10395, 10495, 23526, 26799, 54431, 54663, 54880, 57016, 57448, 79727, 79949, 112939, 200315, 389421, 692088, 100506658]",71
ICD9 191,"[9, 90, 182, 196, 238, 324, 367, 472, 474, 546, 590, 595, 648, 672, 673, 675, 823, 847, 861, 864, 898, 902, 928, 1017, 1018, 1019, 1021, 1029, 1116, 1386, 1436, 1475, 1476, 1499, 1501, 1508, 1513, 1559, 1612, 1728, 1786, 1840, 1848, 1869, 1950, 1956, 1969, 2048, 2051, 2064, 2067, 2081, 2099, 2100, 2194, 2195, 2260, 2313, 2335, 2355, 2475, 2668, 2740, 2878, 2898, 2923, 2952, 2986, 3014, 3020, 3082, 3090, 3091, 3265, 3280, 3297, 3397, 3417, 3418, 3440, 3553, 3558, 3576, 3606, 3645, 3654, 3689, 3714, 3757, 3845, 3934, 4057, 4194, 4233, 4255, 4313, 4314, 4318, 4352, 4609, 4610, 4613, 4683, 4763, 4846, 4851, 4853, 4854, 4915, 5015, 5071, 5111, 5156, 5164, 5243, 5290, 5292, 5294, 5295, 5329, 5371, 5395, 5444, 5465, 5578, 5579, 5599, 5727, 5728, 5743, 5747, 5781, 5864, 5970, 6046, 6197, 6275, 6277, 6281, 6285, 6447, 6502, 6528, 6608, 6648, 6657, 6696, 6722, 6733, 6750, 6774, 7015, 7048, 7052, 7150, 7157, 7158, 7403, 7409, 7421, 7422, 7442, 7490, 7528, 7867, 7994, 8019, 8091, 8202, 8216, 8312, 8350, 8358, 8425, 8434, 8445, 8553, 8643, 8660, 8743, 8797, 8826, 8842, 9113, 9274, 9290, 9446, 9582, 9611, 10000, 10232, 10370, 10389, 10395, 10397, 10413, 10495, 10683, 10735, 10788, 11186, 23030, 23081, 23411, 23462, 23476, 23493, 23512, 23526, 23532, 23683, 24147, 26136, 26353, 26524, 26799, 27436, 28514, 51341, 51426, 51592, 51593, 51684, 51701, 54431, 54663, 55359, 55379, 55561, 57016, 57212, 57448, 57670, 57761, 60487, 65018, 65084, 65998, 79727, 79728, 79759, 79813, 79949, 83546, 83746, 84456, 90355, 92335, 112939, 113878, 114826, 138474, 150094, 154796, 159989, 169436, 200315, 346288, 387775, 388585, 389421, 406918, 441478, 692088, 100506658]",265,"{2048, 4610, 2051, 1018, 4613, 3082, 8202, 3090, 3091, 26136, 8216, 2081, 546, 5156, 8743, 23081, 5164, 2099, 2100, 6197, 9274, 65084, 3645, 55359, 3654, 60487, 4683, 6733, 590, 150094, 55379, 90, 83546, 1116, 4194, 2668, 5747, 6774, 8312, 3714, 6275, 23683, 6277, 648, 4233, 6281, 8842, 114826, 51341, 2195, 5781, 10389, 4763, 10397, 8350, 675, 8358, 5290, 5292, 5294, 5295, 92335, 346288, 182, 7867, 387775, 3280, 2260, 4313, 4314, 4318, 51426, 5864, 8425, 138474, 7409, 8434, 4851, 26353, 4853, 4854, 90355, 159989, 1786, 5371, 8445, 4352, 2313, 55561, 10000, 5395, 2335, 83746, 6447, 1840, 2355, 4915, 1848, 7994, 7490, 324, 57670, 2898, 8019, 3418, 861, 864, 8553, 367, 3440, 79728, 57212, 898, 902, 51592, 51593, 9611, 79759, 5015, 9113, 26524, 1950, 6046, 928, 57761, 23462, 2986, 2475, 11186, 23476, 10683, 1475, 1476, 23493, 3014, 79813, 5578, 5579, 3020, 65998, 5071, 8660, 23512, 474, 169436, 1501, 5599, 1508, 84456, 1513, 23532, 10735, 7157, 7158, 23030, 3576, 1017, 65018, 51701, 1021}",160,"[9, 90, 182, 196, 238, 324, 367, 472, 546, 590, 595, 648, 672, 673, 675, 823, 847, 861, 864, 898, 902, 928, 1017, 1018, 1019, 1021, 1029, 1116, 1386, 1436, 1475, 1476, 1499, 1501, 1508, 1513, 1559, 1612, 1728, 1786, 1840, 1848, 1869, 1950, 1956, 1969, 2048, 2051, 2064, 2067, 2081, 2099, 2100, 2194, 2195, 2260, 2313, 2335, 2355, 2475, 2668, 2740, 2878, 2898, 2923, 2952, 3014, 3020, 3082, 3090, 3091, 3265, 3280, 3297, 3397, 3417, 3418, 3440, 3553, 3558, 3576, 3606, 3645, 3654, 3689, 3714, 3757, 3845, 3934, 4057, 4194, 4233, 4255, 4313, 4314, 4318, 4352, 4609, 4610, 4613, 4683, 4763, 4846, 4851, 4853, 4854, 4915, 5015, 5071, 5111, 5156, 5164, 5243, 5290, 5292, 5294, 5295, 5329, 5371, 5395, 5444, 5465, 5578, 5579, 5599, 5727, 5728, 5743, 5747, 5781, 5864, 5970, 6046, 6197, 6275, 6277, 6281, 6285, 6447, 6502, 6528, 6608, 6648, 6657, 6696, 6722, 6733, 6750, 6774, 7015, 7048, 7052, 7150, 7157, 7158, 7403, 7409, 7421, 7422, 7442, 7490, 7528, 7867, 7994, 8019, 8091, 8202, 8216, 8312, 8350, 8358, 8425, 8434, 8445, 8553, 8643, 8660, 8743, 8797, 8826, 8842, 9113, 9274, 9290, 9446, 9582, 9611, 10000, 10232, 10370, 10389, 10395, 10397, 10413, 10495, 10683, 10735, 10788, 11186, 23030, 23081, 23411, 23462, 23476, 23493, 23512, 23526, 23532, 23683, 24147, 26136, 26353, 26524, 26799, 27436, 28514, 51341, 51426, 51592, 51593, 51684, 51701, 54431, 54663, 55359, 55379, 55561, 57016, 57448, 57670, 57761, 60487, 65018, 65084, 65998, 79727, 79728, 79759, 79813, 79949, 83546, 83746, 84456, 90355, 92335, 112939, 113878, 114826, 138474, 150094, 154796, 159989, 169436, 200315, 346288, 388585, 389421, 441478, 692088, 100506658]",260
ICD9 192,"[9, 196, 472, 672, 823, 847, 1029, 1386, 1436, 1728, 1869, 1969, 2067, 2194, 2740, 2878, 2923, 2952, 3297, 3397, 3553, 3558, 3606, 3757, 3845, 3934, 4057, 4609, 4846, 5243, 5329, 5465, 5743, 6502, 6528, 6648, 6722, 6750, 7015, 7150, 7403, 7421, 7422, 7442, 7528, 8091, 8797, 9290, 9446, 9582, 10232, 10370, 10395, 10495, 23526, 26799, 54431, 54663, 57016, 57448, 79727, 79949, 112939, 200315, 389421, 406918, 692088, 100506658]",68,set(),0,"[9, 196, 472, 672, 823, 847, 1029, 1386, 1436, 1728, 1869, 1969, 2067, 2194, 2740, 2878, 2923, 2952, 3297, 3397, 3553, 3558, 3606, 3757, 3845, 3934, 4057, 4609, 4846, 5243, 5329, 5465, 5743, 6502, 6528, 6648, 6722, 6750, 7015, 7150, 7403, 7421, 7422, 7442, 7528, 8091, 8797, 9290, 9446, 9582, 10232, 10370, 10395, 10495, 23526, 26799, 54431, 54663, 57016, 57448, 79727, 79949, 112939, 200315, 389421, 692088, 100506658]",67
ICD9 193,"[9, 196, 238, 472, 672, 673, 750, 823, 847, 1029, 1386, 1436, 1728, 1735, 1778, 1869, 1964, 1969, 2067, 2100, 2120, 2194, 2304, 2740, 2846, 2878, 2923, 2952, 3265, 3297, 3397, 3553, 3558, 3606, 3757, 3845, 3934, 4057, 4609, 4846, 4893, 4914, 4916, 5108, 5243, 5329, 5465, 5468, 5527, 5573, 5728, 5743, 5979, 5987, 6502, 6528, 6591, 6615, 6648, 6722, 6750, 6935, 7015, 7080, 7150, 7175, 7253, 7403, 7421, 7422, 7442, 7453, 7528, 7849, 8030, 8031, 8091, 8797, 8805, 9290, 9446, 9562, 9582, 9839, 9950, 10232, 10342, 10370, 10395, 10495, 23085, 23526, 26799, 51079, 51592, 54431, 54663, 57016, 57448, 57522, 57596, 64150, 79727, 79949, 91833, 112939, 200315, 389421, 406914, 406918, 406924, 406927, 406946, 407023, 442897, 442905, 442913, 442914, 442915, 494325, 494326, 494328, 494329, 494330, 494331, 574034, 574038, 574408, 574410, 574413, 574433, 574434, 574435, 574436, 574450, 574451, 574452, 574453, 574454, 619555, 664612, 664615, 664616, 692088, 693121, 724024, 724025, 724026, 729582, 768212, 768222, 100126297, 100126335, 100126345, 100302145, 100302250, 100422837, 100506658, 100886964]",159,"{7175, 442897, 442905, 442913, 442914, 442915, 619555, 664612, 664615, 664616, 23085, 2100, 724024, 724025, 724026, 2120, 574034, 7253, 574038, 100126297, 10342, 9839, 100126335, 100126345, 64150, 7849, 57522, 100422837, 91833, 1735, 768212, 768222, 238, 750, 1778, 494325, 494326, 494328, 494329, 494330, 494331, 57596, 2304, 6935, 7453, 2846, 4916, 100302145, 5468, 8030, 5987, 693121, 406914, 51079, 406924, 406927, 5527, 406946, 7080, 100302250, 1964, 100886964, 6591, 574408, 574410, 574413, 6615, 574433, 574434, 574435, 574436, 729582, 407023, 574450, 574451, 574452, 574453, 574454}",78,"[9, 196, 238, 472, 672, 673, 823, 847, 1029, 1386, 1436, 1728, 1735, 1778, 1869, 1964, 1969, 2067, 2100, 2120, 2194, 2304, 2740, 2846, 2878, 2923, 2952, 3265, 3297, 3397, 3553, 3558, 3606, 3757, 3845, 3934, 4057, 4609, 4846, 4893, 4914, 4916, 5108, 5243, 5329, 5465, 5468, 5527, 5573, 5728, 5743, 5979, 5987, 6502, 6528, 6591, 6615, 6648, 6722, 6750, 6935, 7015, 7080, 7150, 7175, 7253, 7403, 7421, 7422, 7442, 7453, 7528, 7849, 8030, 8031, 8091, 8797, 8805, 9290, 9446, 9562, 9582, 9839, 9950, 10232, 10342, 10370, 10395, 10495, 23085, 23526, 26799, 51079, 51592, 54431, 54663, 57016, 57448, 57522, 57596, 79727, 79949, 91833, 112939, 200315, 389421, 406946, 574034, 692088, 100506658]",110
ICD9 194,"[9, 196, 472, 672, 823, 847, 998, 1029, 1113, 1312, 1386, 1436, 1499, 1621, 1644, 1728, 1869, 1969, 2067, 2194, 2668, 2740, 2778, 2796, 2798, 2878, 2923, 2952, 3297, 3397, 3553, 3558, 3606, 3757, 3845, 3934, 4057, 4128, 4129, 4149, 4609, 4763, 4846, 5243, 5329, 5465, 5566, 5743, 5925, 5979, 6390, 6391, 6392, 6502, 6528, 6648, 6722, 6750, 7015, 7054, 7150, 7157, 7253, 7403, 7421, 7422, 7428, 7442, 7528, 8091, 8797, 9290, 9446, 9582, 10232, 10370, 10395, 10495, 23095, 23526, 26799, 54431, 54583, 54663, 55654, 57016, 57448, 79727, 79949, 112939, 200315, 389421, 406918, 692088, 100506658]",95,"{4128, 4129, 1312, 55654, 1644, 2668, 6391, 7054, 1621, 4149, 23095, 1113, 4763, 54583}",14,"[9, 196, 472, 672, 823, 847, 998, 1029, 1113, 1312, 1386, 1436, 1499, 1621, 1644, 1728, 1869, 1969, 2067, 2194, 2668, 2740, 2778, 2796, 2798, 2878, 2923, 2952, 3297, 3397, 3553, 3558, 3606, 3757, 3845, 3934, 4057, 4128, 4129, 4149, 4609, 4763, 4846, 5243, 5329, 5465, 5566, 5743, 5925, 5979, 6390, 6391, 6392, 6502, 6528, 6648, 6722, 6750, 7015, 7054, 7150, 7157, 7253, 7403, 7421, 7422, 7428, 7442, 7528, 8091, 8797, 9290, 9446, 9582, 10232, 10370, 10395, 10495, 23095, 23526, 26799, 54431, 54583, 54663, 55654, 57016, 57448, 79727, 79949, 112939, 200315, 389421, 692088, 100506658]",94
ICD9 195,"[9, 196, 472, 672, 823, 847, 1029, 1386, 1436, 1728, 1869, 1969, 2067, 2194, 2740, 2878, 2923, 2952, 3297, 3397, 3553, 3558, 3606, 3757, 3845, 3934, 4057, 4609, 4846, 5243, 5329, 5465, 5743, 6502, 6528, 6648, 6722, 6750, 7015, 7150, 7403, 7421, 7422, 7442, 7528, 8091, 8797, 9290, 9446, 9582, 10232, 10370, 10395, 10495, 23526, 26799, 54431, 54663, 57016, 57448, 79727, 79949, 112939, 200315, 389421, 406918, 692088, 100506658]",68,set(),0,"[9, 196, 472, 672, 823, 847, 1029, 1386, 1436, 1728, 1869, 1969, 2067, 2194, 2740, 2878, 2923, 2952, 3297, 3397, 3553, 3558, 3606, 3757, 3845, 3934, 4057, 4609, 4846, 5243, 5329, 5465, 5743, 6502, 6528, 6648, 6722, 6750, 7015, 7150, 7403, 7421, 7422, 7442, 7528, 8091, 8797, 9290, 9446, 9582, 10232, 10370, 10395, 10495, 23526, 26799, 54431, 54663, 57016, 57448, 79727, 79949, 112939, 200315, 389421, 692088, 100506658]",67
ICD9 196,"[9, 196, 472, 672, 823, 847, 1029, 1386, 1436, 1728, 1869, 1969, 2067, 2194, 2740, 2878, 2923, 2952, 3297, 3397, 3553, 3558, 3606, 3757, 3845, 3934, 4057, 4609, 4846, 5243, 5329, 5465, 5743, 6502, 6528, 6648, 6722, 6750, 7015, 7150, 7403, 7421, 7422, 7442, 7528, 8091, 8797, 9290, 9446, 9582, 10232, 10370, 10395, 10495, 23526, 26799, 54431, 54663, 57016, 57448, 79727, 79949, 112939, 200315, 389421, 406918, 692088, 100506658]",68,set(),0,"[9, 196, 472, 672, 823, 847, 1029, 1386, 1436, 1728, 1869, 1969, 2067, 2194, 2740, 2878, 2923, 2952, 3297, 3397, 3553, 3558, 3606, 3757, 3845, 3934, 4057, 4609, 4846, 5243, 5329, 5465, 5743, 6502, 6528, 6648, 6722, 6750, 7015, 7150, 7403, 7421, 7422, 7442, 7528, 8091, 8797, 9290, 9446, 9582, 10232, 10370, 10395, 10495, 23526, 26799, 54431, 54663, 57016, 57448, 79727, 79949, 112939, 200315, 389421, 692088, 100506658]",67
ICD9 197,"[9, 196, 472, 672, 823, 847, 1029, 1386, 1436, 1728, 1869, 1969, 2067, 2194, 2740, 2878, 2923, 2952, 3297, 3397, 3553, 3558, 3606, 3757, 3845, 3934, 4057, 4609, 4846, 5243, 5329, 5465, 5743, 6502, 6528, 6648, 6722, 6750, 7015, 7150, 7403, 7421, 7422, 7442, 7528, 8091, 8797, 9290, 9446, 9582, 10232, 10370, 10395, 10495, 23526, 26799, 54431, 54663, 57016, 57448, 79727, 79949, 112939, 200315, 389421, 406918, 692088, 100506658]",68,set(),0,"[9, 196, 472, 672, 823, 847, 1029, 1386, 1436, 1728, 1869, 1969, 2067, 2194, 2740, 2878, 2923, 2952, 3297, 3397, 3553, 3558, 3606, 3757, 3845, 3934, 4057, 4609, 4846, 5243, 5329, 5465, 5743, 6502, 6528, 6648, 6722, 6750, 7015, 7150, 7403, 7421, 7422, 7442, 7528, 8091, 8797, 9290, 9446, 9582, 10232, 10370, 10395, 10495, 23526, 26799, 54431, 54663, 57016, 57448, 79727, 79949, 112939, 200315, 389421, 692088, 100506658]",67
ICD9 198,"[9, 196, 472, 672, 823, 847, 1029, 1386, 1436, 1728, 1869, 1969, 2067, 2194, 2740, 2878, 2923, 2952, 3297, 3397, 3553, 3558, 3606, 3757, 3845, 3934, 4057, 4609, 4846, 5243, 5329, 5465, 5743, 6502, 6528, 6648, 6722, 6750, 7015, 7150, 7403, 7421, 7422, 7442, 7528, 8091, 8797, 9290, 9446, 9582, 10232, 10370, 10395, 10495, 23526, 26799, 54431, 54663, 57016, 57448, 79727, 79949, 112939, 200315, 389421, 406918, 692088, 100506658]",68,set(),0,"[9, 196, 472, 672, 823, 847, 1029, 1386, 1436, 1728, 1869, 1969, 2067, 2194, 2740, 2878, 2923, 2952, 3297, 3397, 3553, 3558, 3606, 3757, 3845, 3934, 4057, 4609, 4846, 5243, 5329, 5465, 5743, 6502, 6528, 6648, 6722, 6750, 7015, 7150, 7403, 7421, 7422, 7442, 7528, 8091, 8797, 9290, 9446, 9582, 10232, 10370, 10395, 10495, 23526, 26799, 54431, 54663, 57016, 57448, 79727, 79949, 112939, 200315, 389421, 692088, 100506658]",67
ICD9 199,"[9, 196, 207, 208, 324, 472, 545, 595, 641, 672, 673, 823, 847, 894, 896, 898, 1019, 1021, 1026, 1027, 1029, 1030, 1031, 1386, 1436, 1499, 1523, 1728, 1806, 1869, 1956, 1969, 2042, 2064, 2065, 2067, 2099, 2194, 2260, 2475, 2539, 2740, 2778, 2878, 2923, 2952, 3265, 3297, 3397, 3553, 3558, 3606, 3757, 3791, 3815, 3845, 3934, 4057, 4193, 4233, 4361, 4437, 4609, 4654, 4846, 4851, 4893, 5243, 5290, 5295, 5329, 5465, 5604, 5728, 5743, 5979, 6502, 6528, 6648, 6722, 6750, 6790, 6794, 7015, 7150, 7157, 7172, 7403, 7421, 7422, 7428, 7442, 7486, 7528, 8091, 8289, 8292, 8313, 8314, 8797, 9290, 9446, 9582, 10232, 10370, 10395, 10495, 22978, 23405, 23451, 23512, 23526, 26799, 29072, 29126, 54431, 54658, 54663, 57016, 57448, 64109, 79727, 79949, 112939, 123879, 200315, 389421, 406918, 692088, 100506658]",130,set(),0,"[9, 196, 207, 208, 324, 472, 545, 595, 641, 672, 673, 823, 847, 894, 896, 898, 1019, 1021, 1026, 1027, 1029, 1030, 1031, 1386, 1436, 1499, 1523, 1728, 1806, 1869, 1956, 1969, 2042, 2064, 2065, 2067, 2099, 2194, 2260, 2475, 2539, 2740, 2778, 2878, 2923, 2952, 3265, 3297, 3397, 3553, 3558, 3606, 3757, 3791, 3815, 3845, 3934, 4057, 4193, 4233, 4361, 4437, 4609, 4654, 4846, 4851, 4893, 5243, 5290, 5295, 5329, 5465, 5604, 5728, 5743, 5979, 6502, 6528, 6648, 6722, 6750, 6790, 6794, 7015, 7150, 7157, 7172, 7403, 7421, 7422, 7428, 7442, 7486, 7528, 8091, 8289, 8292, 8313, 8314, 8797, 9290, 9446, 9582, 10232, 10370, 10395, 10495, 22978, 23405, 23451, 23512, 23526, 26799, 29072, 29126, 54431, 54658, 54663, 57016, 57448, 64109, 79727, 79949, 112939, 123879, 200315, 389421, 692088, 100506658]",129
ICD9 200,"[9, 25, 196, 238, 387, 472, 581, 596, 604, 613, 635, 672, 823, 843, 847, 861, 875, 1029, 1386, 1436, 1437, 1440, 1571, 1728, 1869, 1969, 2052, 2067, 2120, 2194, 2322, 2356, 2625, 2740, 2878, 2923, 2952, 3107, 3123, 3131, 3297, 3320, 3397, 3399, 3440, 3492, 3553, 3558, 3606, 3757, 3845, 3934, 4057, 4297, 4299, 4524, 4609, 4846, 5079, 5087, 5091, 5156, 5243, 5295, 5305, 5329, 5465, 5551, 5743, 5979, 6470, 6502, 6528, 6597, 6648, 6722, 6750, 6774, 6929, 7015, 7037, 7150, 7157, 7291, 7298, 7403, 7421, 7422, 7442, 7528, 8091, 8289, 8438, 8797, 8915, 9290, 9446, 9582, 10232, 10320, 10370, 10395, 10495, 10672, 10693, 10841, 11200, 23526, 25788, 26053, 26799, 27086, 27113, 27164, 53947, 54431, 54663, 57016, 57448, 79718, 79727, 79949, 112939, 200315, 389421, 406918, 692088, 100506658]",128,set(),0,"[9, 25, 196, 238, 387, 472, 581, 596, 604, 613, 635, 672, 823, 843, 847, 861, 875, 1029, 1386, 1436, 1437, 1440, 1571, 1728, 1869, 1969, 2052, 2067, 2120, 2194, 2322, 2356, 2625, 2740, 2878, 2923, 2952, 3107, 3123, 3131, 3297, 3320, 3397, 3399, 3440, 3492, 3553, 3558, 3606, 3757, 3845, 3934, 4057, 4297, 4299, 4524, 4609, 4846, 5079, 5087, 5091, 5156, 5243, 5295, 5305, 5329, 5465, 5551, 5743, 5979, 6470, 6502, 6528, 6597, 6648, 6722, 6750, 6774, 6929, 7015, 7037, 7150, 7157, 7291, 7298, 7403, 7421, 7422, 7442, 7528, 8091, 8289, 8438, 8797, 8915, 9290, 9446, 9582, 10232, 10320, 10370, 10395, 10495, 10672, 10693, 10841, 11200, 23526, 25788, 26053, 26799, 27086, 27113, 27164, 53947, 54431, 54663, 57016, 57448, 79718, 79727, 79949, 112939, 200315, 389421, 692088, 100506658]",127
ICD9 201,"[9, 196, 472, 672, 823, 847, 943, 1017, 1029, 1386, 1436, 1440, 1728, 1869, 1969, 2067, 2194, 2596, 2625, 2740, 2878, 2923, 2950, 2952, 3297, 3397, 3440, 3553, 3558, 3606, 3702, 3757, 3845, 3934, 4057, 4609, 4792, 4846, 5243, 5329, 5465, 5649, 5743, 5770, 5820, 5966, 6502, 6528, 6648, 6722, 6750, 7015, 7128, 7150, 7403, 7421, 7422, 7442, 7528, 8091, 8651, 8797, 8837, 9290, 9446, 9582, 10232, 10370, 10395, 10495, 10797, 23526, 26799, 29126, 51083, 54431, 54658, 54663, 57016, 57448, 79727, 79949, 112939, 140767, 200315, 200942, 389421, 406918, 692088, 100506658]",90,set(),0,"[9, 196, 472, 672, 823, 847, 943, 1017, 1029, 1386, 1436, 1440, 1728, 1869, 1969, 2067, 2194, 2596, 2625, 2740, 2878, 2923, 2950, 2952, 3297, 3397, 3440, 3553, 3558, 3606, 3702, 3757, 3845, 3934, 4057, 4609, 4792, 4846, 5243, 5329, 5465, 5649, 5743, 5770, 5966, 6502, 6528, 6648, 6722, 6750, 7015, 7128, 7150, 7403, 7421, 7422, 7442, 7528, 8091, 8651, 8797, 8837, 9290, 9446, 9582, 10232, 10370, 10395, 10495, 10797, 23526, 26799, 29126, 51083, 54431, 54658, 54663, 57016, 57448, 79727, 79949, 112939, 140767, 200315, 200942, 389421, 692088, 100506658]",88
ICD9 202,"[9, 196, 331, 387, 472, 526, 537, 540, 558, 567, 595, 596, 604, 635, 672, 673, 675, 823, 843, 847, 875, 883, 940, 965, 1027, 1029, 1107, 1233, 1386, 1387, 1436, 1437, 1440, 1493, 1543, 1571, 1728, 1788, 1869, 1879, 1969, 1978, 2052, 2067, 2146, 2194, 2271, 2356, 2531, 2534, 2740, 2878, 2923, 2952, 3123, 3297, 3397, 3418, 3440, 3458, 3492, 3553, 3558, 3561, 3604, 3605, 3606, 3757, 3845, 3934, 4057, 4068, 4233, 4524, 4548, 4609, 4615, 4771, 4846, 5243, 5329, 5335, 5465, 5551, 5592, 5594, 5595, 5604, 5728, 5743, 5819, 5894, 5902, 5925, 6195, 6390, 6470, 6502, 6528, 6596, 6597, 6648, 6722, 6750, 6790, 6935, 7015, 7037, 7128, 7133, 7150, 7157, 7166, 7178, 7249, 7298, 7403, 7421, 7422, 7428, 7442, 7528, 8085, 8091, 8289, 8314, 8438, 8743, 8764, 8797, 8915, 9235, 9290, 9446, 9582, 10232, 10370, 10395, 10397, 10495, 11200, 23526, 25788, 26052, 26799, 27306, 29089, 54431, 54663, 54790, 54880, 57016, 57448, 57817, 58508, 63979, 64121, 65980, 79727, 79949, 83593, 84433, 112939, 157570, 200315, 201163, 389421, 406918, 692088, 100506658]",170,"{3458, 157570, 2052, 7428, 6790, 1543, 5894, 4233, 7178, 83593, 5902, 3604, 3605, 540, 10397, 1437, 1440, 29089, 1571, 675, 4771, 8743, 27306, 558, 5551, 2356, 1978, 11200, 6596, 26052, 6470, 331, 201163, 7249, 595, 57817, 5595, 2271, 54880, 875, 63979, 883, 6390, 8314, 635, 7037, 7166}",47,"[9, 196, 331, 387, 472, 526, 537, 540, 558, 567, 595, 596, 604, 635, 672, 673, 675, 823, 843, 847, 875, 883, 940, 965, 1027, 1029, 1107, 1233, 1386, 1387, 1436, 1437, 1440, 1493, 1543, 1571, 1728, 1788, 1869, 1879, 1969, 1978, 2052, 2067, 2146, 2194, 2271, 2356, 2531, 2534, 2740, 2878, 2923, 2952, 3123, 3297, 3397, 3418, 3440, 3458, 3492, 3553, 3558, 3561, 3604, 3605, 3606, 3757, 3845, 3934, 4057, 4068, 4233, 4524, 4548, 4609, 4615, 4771, 4846, 5243, 5329, 5335, 5465, 5551, 5592, 5594, 5595, 5604, 5728, 5743, 5819, 5894, 5902, 5925, 6195, 6390, 6470, 6502, 6528, 6596, 6597, 6648, 6722, 6750, 6790, 6935, 7015, 7037, 7128, 7133, 7150, 7157, 7166, 7178, 7249, 7298, 7403, 7421, 7422, 7428, 7442, 7528, 8085, 8091, 8289, 8314, 8438, 8743, 8764, 8797, 8915, 9235, 9290, 9446, 9582, 10232, 10370, 10395, 10397, 10495, 11200, 23526, 25788, 26052, 26799, 27306, 29089, 54431, 54663, 54790, 54880, 57016, 57448, 57817, 58508, 63979, 64121, 65980, 79727, 79949, 83593, 84433, 112939, 157570, 200315, 201163, 389421, 692088, 100506658]",169
ICD9 203,"[9, 142, 196, 330, 472, 595, 596, 598, 664, 672, 673, 694, 823, 847, 942, 1029, 1031, 1386, 1436, 1437, 1440, 1728, 1869, 1969, 2052, 2067, 2194, 2261, 2740, 2878, 2923, 2952, 3105, 3297, 3315, 3397, 3440, 3553, 3558, 3569, 3606, 3662, 3757, 3845, 3934, 3981, 4057, 4170, 4582, 4609, 4846, 4893, 5243, 5329, 5465, 5743, 5744, 6347, 6502, 6528, 6648, 6678, 6722, 6750, 7015, 7150, 7403, 7421, 7422, 7442, 7528, 8091, 8797, 9290, 9446, 9582, 9891, 10232, 10370, 10395, 10495, 23492, 23495, 23526, 23532, 26799, 51185, 54431, 54663, 54986, 57016, 57448, 79727, 79949, 112939, 170680, 200315, 389421, 406918, 406979, 407048, 692088, 100506658]",103,set(),0,"[9, 142, 196, 330, 472, 595, 596, 598, 664, 672, 673, 694, 823, 847, 942, 1029, 1031, 1386, 1436, 1437, 1440, 1728, 1869, 1969, 2052, 2067, 2194, 2261, 2740, 2878, 2923, 2952, 3105, 3297, 3315, 3397, 3440, 3553, 3558, 3569, 3606, 3662, 3757, 3845, 3934, 3981, 4057, 4170, 4582, 4609, 4846, 4893, 5243, 5329, 5465, 5743, 5744, 6347, 6502, 6528, 6648, 6678, 6722, 6750, 7015, 7150, 7403, 7421, 7422, 7442, 7528, 8091, 8797, 9290, 9446, 9582, 9891, 10232, 10370, 10395, 10495, 23492, 23495, 23526, 23532, 26799, 51185, 54431, 54663, 54986, 57016, 57448, 79727, 79949, 112939, 170680, 200315, 389421, 692088, 100506658]",100
